STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
"Andhra Pradesh",Bapatla,PMGSY-II,6,0,6,0,0,0,53.43,28.7436,53.763,24.3953,0
"Andhra Pradesh","Dr BR Ambedkar Konaseema",PMGSY-I,209,8,209,8,0,0,443.65,126.9822,427.215,141.9707,0
"Andhra Pradesh","Dr BR Ambedkar Konaseema",PMGSY-II,6,0,6,0,0,0,47.223,24.736,45.354,20.979,0
"Andhra Pradesh",Eluru,PM-JANMAN,7,0,0,0,7,0,34.868,26.36,0,0,34.868
"Andhra Pradesh",Guntur,PMGSY-I,109,1,109,1,0,0,266.58,50.3647,273.22,49.8978,0
"Andhra Pradesh",Guntur,PMGSY-III,11,3,6,0,5,3,68.444,61.4522,52.724,38.9143,15.247
"Andhra Pradesh",Kakinada,RCPLWEA,3,0,3,0,0,0,19.47,12.19,19.47,10.7893,0
"Andhra Pradesh",Nandyal,PM-JANMAN,1,0,0,0,1,0,7.11,4.4,0,0,7.11
"Andhra Pradesh",Palnadu,PMGSY-I,138,4,138,4,0,0,565.97,142.3531,565.606,150.4727,0
"Andhra Pradesh","Parvathipuram Manyam",PMGSY-I,141,4,135,4,6,0,435.81,144.1695,396.601,135.1793,24.393
"Andhra Pradesh",Prakasam,PMGSY-I,147,27,147,27,0,0,637.849,205.5158,620.485,199.8045,0
"Andhra Pradesh","Sri Sathya Sai",PMGSY-II,6,0,6,0,0,0,50.68,26.0758,49.658,21.8303,0
"Andhra Pradesh",Tirupati,PMGSY-II,6,0,6,0,0,0,50.145,23.1713,46.946,18.9505,0
"Andhra Pradesh","West Godavari",PMGSY-I,157,5,157,5,0,0,311.412,75.9481,303.043,55.5522,0
"Andhra Pradesh","Y S R Kadapa",PMGSY-I,151,8,151,8,0,0,467.465,129.9053,447.208,125.7078,0
"Andhra Pradesh","Y S R Kadapa",PMGSY-III,36,8,26,0,10,8,315.088,242.9157,211.607,112.4758,92.279
"Arunachal Pradesh","Dibang Valley",PMGSY-I,16,0,13,0,3,0,201.68,203.992,197.68,178.7607,4
"Arunachal Pradesh","East Kameng",PMGSY-III,8,0,2,0,6,0,51.9,44.84425,47.09,27.8915,4.03
"Arunachal Pradesh",Kamale,PMGSY-II,3,0,3,0,0,0,29.5,28.0793,29,28.2324,0
"Arunachal Pradesh","Kra Daadi",PMGSY-III,10,4,0,0,10,4,74.4,84.56496,20.9,32.8136,53.5
"Arunachal Pradesh",Longding,PMGSY-I,70,0,69,0,1,0,632.946,365.2963,632.609,370.2964,0.2
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-I,29,4,29,4,0,0,171.48,104.4418,171.48,98.0461,0
"Arunachal Pradesh","Lower Siang",PMGSY-I,44,18,44,18,0,0,276.1,242.9949,266.99,244.5489,0
"Arunachal Pradesh","Lower Siang",PMGSY-II,3,0,3,0,0,0,7.56,3.2261,7.56,3.0301,0
"Arunachal Pradesh","Lower Subansiri",PMGSY-III,12,3,8,2,4,1,83.17,79.9842,60.85,84.5573,21.78
"Arunachal Pradesh",Tawang,PMGSY-II,7,0,7,0,0,0,36.89,22.4746,36.771,23.0489,0
"Arunachal Pradesh",Tirap,PMGSY-I,91,5,90,5,1,0,577.61,303.2083,572.34,303.6669,2.75
"Arunachal Pradesh","Upper Siang",PMGSY-I,45,17,42,15,3,2,556.19,412.68226,523.795,432.7326,27.2
"Arunachal Pradesh","Upper Subansiri",PMGSY-III,9,5,3,2,6,3,63.3,76.2592,50.7,59.7151,12.2
Assam,Bongaigaon,PMGSY-III,10,0,10,0,0,0,64.54,37.19961,64.54,36.9375,0
Assam,Cachar,PMGSY-II,13,5,13,5,0,0,127.789,96.8147,127.789,96.8282,0
Assam,Darrang,PMGSY-II,9,3,9,3,0,0,47.702,40.5783,47.702,42.76,0
Assam,Darrang,PMGSY-III,18,4,14,2,4,2,127.182,103.81488,105.45,80.2647,19.387
Assam,Dhemaji,PMGSY-II,5,6,5,6,0,0,41.775,38.6316,41.775,36.6596,0
Assam,Dhubri,PMGSY-I,378,57,378,57,0,0,912.026,657.86704,896.157,696.3563,0
Assam,Dibrugarh,PMGSY-I,333,11,333,11,0,0,1015.233,514.56494,1009.482,566.4235,0
Assam,Goalpara,PMGSY-III,20,0,19,0,1,0,143.229,112.62448,142.249,106.8463,0.56
Assam,Golaghat,PMGSY-III,26,0,22,0,4,0,205.458,136.3507,169.01,114.1115,36.118
Assam,Hailakandi,PMGSY-II,2,0,2,0,0,0,17.3,14.218,17.3,14.1288,0
Assam,"Kamrup Rural",PMGSY-II,35,10,35,10,0,0,183.965,172.4734,183.865,185.0536,0
Assam,"Kamrup Rural",PMGSY-III,52,4,46,1,6,3,287.544,270.68111,263.013,246.3582,24.444
Assam,Kokrajhar,PMGSY-II,7,1,7,1,0,0,31.725,18.8913,31.725,17.6913,0
Assam,Lakhimpur,PMGSY-I,295,112,295,112,0,0,1122.903,1000.43112,1116.529,1038.759,0
Assam,Lakhimpur,PMGSY-III,26,3,15,1,11,2,154.389,95.26334,121.08,63.4392,33.249
Assam,N.C.Hills,PMGSY-I,80,7,79,7,1,0,494.63,287.1118,490.488,300.2716,0.321
Assam,N.C.Hills,PMGSY-III,21,10,13,1,8,9,207.566,169.82966,106.36,89.7762,101.206
Assam,Sonitpur,PMGSY-III,44,4,39,4,5,0,280.333,172.96644,246.043,148.3549,33.575
Bihar,Araria,PMGSY-III,35,84,25,9,10,75,349.644,462.13798,259.169,259.6865,81.145
Bihar,Arwal,PMGSY-II,1,0,1,0,0,0,4.05,1.21388,3.95,3.1424,0
Bihar,Aurangabad,PMGSY-I,880,18,875,18,5,0,2540.884,1313.73406,2504.428,1197.4296,9.619
Bihar,Aurangabad,PMGSY-II,4,0,4,0,0,0,24.73,15.9788,24.73,14.5227,0
Bihar,Aurangabad,RCPLWEA,29,12,25,9,4,3,410.667,434.77915,387.147,429.6884,18.35
Bihar,Banka,PMGSY-III,31,8,28,0,3,8,294.545,226.71837,269.215,145.5945,20.97
Bihar,Bhagalpur,PMGSY-I,393,39,385,38,8,1,1375.376,711.298,1304.182,612.4002,29.889
Bihar,Bhojpur,PMGSY-III,20,2,16,0,4,2,162.227,129.8005,121.407,79.4399,40.705
Bihar,"East Champaran",PMGSY-I,792,61,790,61,2,0,2623.997,1557.40758,2486.37,1421.1449,4.306
Bihar,"East Champaran",PMGSY-III,35,21,33,10,2,11,264.603,270.12361,234.95,229.7592,18.144
Bihar,"Kaimur (Bhabhua)",PMGSY-I,523,3,521,3,2,0,2076.822,946.41747,2023.529,823.2445,0.3
Bihar,Katihar,PMGSY-III,41,110,29,56,12,54,403.087,798.52004,344.26,602.9329,51.146
Bihar,Khagaria,PMGSY-III,5,4,3,0,2,4,38.755,41.33534,26.09,20.9661,12.665
Bihar,Madhubani,PMGSY-I,724,33,719,32,5,1,2100.652,1425.08428,1862.887,1059.4955,5.901
Bihar,Muzaffarpur,PMGSY-I,761,12,759,12,2,0,2398.417,1350.30879,2324.26,1211.7839,6.824
Bihar,Nalanda,PMGSY-III,17,8,17,6,0,2,116.3,61.91288,114.463,57.4108,0
Bihar,Nawada,PMGSY-II,15,0,15,0,0,0,77.242,48.98508,77.203,52.1168,0
Bihar,Nawada,RCPLWEA,17,10,16,10,1,0,217.44,278.48476,203.584,213.1815,0.795
Bihar,Purnia,PMGSY-III,32,68,27,56,5,12,318.905,464.67789,295.846,465.7417,14.278
Bihar,Rohtas,PMGSY-II,4,0,4,0,0,0,46.08,26.1661,46.08,24.2488,0
Bihar,Saharsa,PMGSY-III,8,12,5,8,3,4,77.25,94.53203,47.08,79.9366,29.24
Bihar,Sitamarhi,PMGSY-I,649,111,643,110,6,1,1753.831,1382.8775,1696.858,1210.2332,8.705
Bihar,Sitamarhi,PMGSY-III,19,24,18,11,1,13,137.915,174.19232,130.554,126.2021,0.4
Bihar,Supaul,PMGSY-II,4,0,4,0,0,0,26.255,12.94036,26.255,13.0723,0
Bihar,Supaul,PMGSY-III,20,13,20,11,0,2,151.835,156.20206,147.645,163.4952,0
Bihar,"West Champaran",PMGSY-I,733,26,733,26,0,0,2477.529,1478.70356,2407.95,1382.3337,0
Bihar,"West Champaran",PMGSY-II,8,0,8,0,0,0,32.895,14.98459,31.893,15.0084,0
Chhattisgarh,Balod,PMGSY-III,28,11,28,10,0,1,271.635,187.875,266.902,167.2458,0
Chhattisgarh,Bijapur,PMGSY-III,5,0,5,0,0,0,28.8,14.4354,28.8,13.7932,0
Chhattisgarh,Dantewada,PMGSY-II,1,0,1,0,0,0,21.2,14.4226,21.2,15.3682,0
Chhattisgarh,Dhamtari,PMGSY-I,229,33,229,33,0,0,835.261,263.73067,789.978,255.5168,0
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-I,150,2,150,2,0,0,627.45,158.5502,599.16,159.7764,0
Chhattisgarh,Jangir-Champa,PMGSY-III,21,1,21,0,0,1,213.05,147.44477,214.07,124.7749,0
Chhattisgarh,Jashpur,PMGSY-III,27,10,27,6,0,4,317.848,247.41536,315.033,201.5504,0
Chhattisgarh,Jashpur,PM-JANMAN,80,10,21,0,59,10,281.25,250.65102,125.185,0,153.42
Chhattisgarh,Kanker,RCPLWEA,124,36,110,22,14,14,690.725,512.91634,601.119,355.9885,83.115
Chhattisgarh,Kanker,PMGSY-III,28,3,28,1,0,2,292.79,184.60504,294.04,171.5195,0
Chhattisgarh,Kanker,PM-JANMAN,4,0,0,0,4,0,4.83,2.91891,0,0,4.83
Chhattisgarh,Kawardha,PMGSY-I,349,11,349,11,0,0,1506.47,470.3142,1453.718,475.8791,0
Chhattisgarh,Korba,PMGSY-II,9,0,9,0,0,0,113.93,79.16499,113.43,68.9137,0
Chhattisgarh,Koria,PMGSY-II,9,0,9,0,0,0,94.626,61.5114,94.626,55.8818,0
Chhattisgarh,Koria,PMGSY-III,21,14,21,10,0,4,303.27,237.54106,295.15,210.8661,0
Chhattisgarh,Koria,PM-JANMAN,106,15,0,0,106,15,436.238,320.68307,6.87,0,429.368
Chhattisgarh,Mahasamund,PMGSY-I,292,16,292,16,0,0,1151.28,348.5009,1102.227,324.2986,0
Chhattisgarh,Mahasamund,PM-JANMAN,26,0,9,0,17,0,37.3,22.24591,12.05,0,25.1
Chhattisgarh,Mungeli,PMGSY-I,165,0,165,0,0,0,724.402,222.918,698.381,233.7562,0
Chhattisgarh,Mungeli,PMGSY-III,13,1,13,0,0,1,133.81,101.17747,135.001,92.8284,0
Chhattisgarh,Raipur,PMGSY-II,2,0,2,0,0,0,25.9,19.9851,22.867,14.426,0
Chhattisgarh,Raipur,PMGSY-III,11,0,11,0,0,0,85.601,55.325,85.367,43.667,0
Chhattisgarh,Rajnandgaon,PM-JANMAN,13,2,0,0,13,2,33.425,29.63175,1.5,0,31.925
Chhattisgarh,Sukma,PMGSY-II,1,0,1,0,0,0,40.4,22.0983,40.4,20.47,0
Chhattisgarh,Surajpur,PMGSY-II,4,0,4,0,0,0,64.15,40.1638,63.862,27.7811,0
Chhattisgarh,Surajpur,PMGSY-III,21,11,21,10,0,1,293.33,207.60849,293.12,186.3812,0
Chhattisgarh,Surguja,PMGSY-I,327,28,327,27,0,1,1531.09,458.0023,1483.911,485.4634,0
Goa,"South Goa",PMGSY-I,31,0,31,0,0,0,85.98,6.8733,85.98,0,0
Gujarat,Amreli,PMGSY-II,4,0,4,0,0,0,32.24,8.7458,32.24,9.065,0
Gujarat,Arvalli,PMGSY-III,9,15,9,8,0,7,105.14,127.47171,105.14,87.7342,0
Gujarat,Bhavnagar,PMGSY-III,11,6,9,2,2,4,99.063,77.9801,81.756,47.0736,17.8
Gujarat,Chhotaudepur,PMGSY-II,4,0,4,0,0,0,41.27,26.5907,41.27,25.5476,0
Gujarat,Chhotaudepur,PMGSY-III,7,5,7,2,0,3,74.244,62.5979,73.63,55.723,0
Gujarat,Dahod,PMGSY-II,6,9,6,9,0,0,58.61,58.569,58.55,44.6707,0
Gujarat,Dangs,PMGSY-I,20,0,20,0,0,0,150.72,43.6524,150.014,46.8724,0
Gujarat,Gandhinagar,PMGSY-I,28,0,28,0,0,0,54.19,7.6,53.71,8.3398,0
Gujarat,Kutch,PMGSY-I,129,0,129,0,0,0,757.26,213.4558,755.43,222.4805,0
Gujarat,Navsari,PMGSY-III,8,6,8,0,0,6,61.59,86.0764,62.59,74.2059,0
Gujarat,Panchmahals,PMGSY-I,392,1,392,1,0,0,809.77,221.7344,795.94,233.123,0
Gujarat,Patan,PMGSY-III,9,0,5,0,4,0,93.808,55.85623,72.401,29.956,21.407
Gujarat,Porbandar,PMGSY-III,2,0,2,0,0,0,23.15,10.6139,23.15,10.9132,0
Gujarat,Rajkot,PMGSY-II,3,0,3,0,0,0,44.2,18.448,40.85,14.2535,0
Gujarat,Sabarkantha,PMGSY-II,5,9,5,9,0,0,56.43,49.6961,56.43,33.5175,0
Gujarat,Sabarkantha,PM-JANMAN,2,0,2,0,0,0,1.55,1.2429,1.55,0,0
Gujarat,Tapi,PMGSY-II,2,4,2,4,0,0,33.4,36.3583,33.7,33.3447,0
Gujarat,Vadodara,PMGSY-II,3,0,3,0,0,0,33.02,18.4555,33.02,15.1429,0
Gujarat,Valsad,PMGSY-I,271,29,271,29,0,0,784.585,245.0476,752.133,254.6429,0
Haryana,Bhiwani,PMGSY-II,3,0,3,0,0,0,32.34,23.4998,32.34,18.6206,0
Haryana,Faridabad,PMGSY-II,0,2,0,2,0,0,0,3.8065,0,3.1549,0
Haryana,Hisar,PMGSY-II,3,0,3,0,0,0,28.45,24.1865,28.45,18.711,0
Haryana,Jhajjar,PMGSY-III,16,0,14,0,2,0,97.235,57.8236,92.702,39.7759,1.73
Haryana,Jind,PMGSY-II,9,3,9,3,0,0,122.325,120.5317,121.945,104.5743,0
Haryana,Mohindergarh,PMGSY-I,20,0,20,0,0,0,199.27,79.4164,197.02,64.3346,0
Haryana,Palwal,PMGSY-II,5,0,5,0,0,0,51.47,57.6741,51.03,41.7525,0
Haryana,Sonepat,PMGSY-III,14,0,14,0,0,0,130.849,61.02902,128.771,56.3865,0
"Himachal Pradesh",Chamba,PMGSY-I,340,14,339,14,1,0,2036.96,886.62753,1988.918,837.5594,4.8
"Himachal Pradesh",Hamirpur,PMGSY-II,9,0,9,0,0,0,80.406,64.7617,80.406,62.1372,0
"Himachal Pradesh",Hamirpur,PMGSY-III,21,6,0,0,21,6,177.91,210.67995,97.355,81.5345,80.555
"Himachal Pradesh",Kinnaur,PMGSY-II,3,0,3,0,0,0,33.625,23.9029,33.625,22.5199,0
"Himachal Pradesh",Kullu,PMGSY-II,6,0,6,0,0,0,101.84,82.8783,101.24,80.2856,0
"Himachal Pradesh","Lahul And Spiti",PMGSY-III,10,5,0,0,10,5,114.063,156.24725,3,29.2867,111.063
"Himachal Pradesh",Mandi,PMGSY-III,29,1,4,0,25,1,362.1,383.21903,103.91,115.0906,257.69
"Himachal Pradesh",Shimla,PMGSY-II,11,0,11,0,0,0,129.86,92.0974,129.76,95.8937,0
"Himachal Pradesh",Solan,PMGSY-III,25,4,0,0,25,4,291.26,306.40434,60,93.7039,231.26
"Himachal Pradesh",Una,PMGSY-III,19,11,0,1,19,10,159.19,243.631,66.98,76.0967,92.21
"Jammu And Kashmir",Anantnag,PMGSY-III,8,0,7,0,1,0,34.346,31.00592,34.23,24.7542,0
"Jammu And Kashmir",Bandipora,PMGSY-I,64,1,63,1,1,0,321.45,218.7124,315.314,200.1275,1.2
"Jammu And Kashmir",Baramula,PMGSY-I,198,0,192,0,6,0,863.915,550.2794,796.997,468.495,6.5
"Jammu And Kashmir",Baramula,NA,13,0,0,0,13,0,41.94,NA,0,0,41.94
"Jammu And Kashmir",Budgam,NA,14,0,0,0,14,0,47.897,NA,0,0,47.897
"Jammu And Kashmir",Doda,NA,31,0,0,0,31,0,239.105,NA,0,0,239.105
"Jammu And Kashmir",Ganderbal,NA,8,0,0,0,8,0,22.55,NA,0,0,22.55
"Jammu And Kashmir",Kathua,PMGSY-I,209,32,199,32,10,0,1475.163,961.20406,1427.501,866.7588,31.617
"Jammu And Kashmir",Kathua,NA,15,0,0,0,15,0,129.569,NA,0,0,129.569
"Jammu And Kashmir",Kishtwar,PMGSY-I,127,25,99,17,28,8,1281.54,893.67974,1113.655,756.8588,147.41
"Jammu And Kashmir",Kulgam,NA,13,0,0,0,13,0,30.9,NA,0,0,30.9
"Jammu And Kashmir",Kupwara,PMGSY-I,162,9,162,9,0,0,765.43,561.5127,744.819,522.9285,0
"Jammu And Kashmir",Kupwara,NA,14,0,0,0,14,0,46.81,NA,0,0,46.81
"Jammu And Kashmir",Rajouri,PMGSY-II,9,0,8,0,1,0,49.95,50.3674,49.95,44.5384,0
"Jammu And Kashmir",Ramban,PMGSY-I,88,18,84,17,4,1,787.775,488.2015,773.01,533.993,8.895
"Jammu And Kashmir",Reasi,NA,21,0,0,0,21,0,181.881,NA,0,0,181.881
"Jammu And Kashmir",Samba,PMGSY-I,65,4,65,4,0,0,256.779,143.4863,250.064,124.9695,0
"Jammu And Kashmir",Samba,PMGSY-III,6,3,5,0,1,3,22.305,75.529,19.12,56.7311,3.175
"Jammu And Kashmir",Srinagar,PMGSY-I,21,0,21,0,0,0,69.23,32.3496,61.2,26.7812,0
Jharkhand,Bokaro,PMGSY-I,366,11,366,11,0,0,1218.381,423.87659,1159.405,353.3851,0
Jharkhand,Chatra,RCPLWEA,17,8,13,6,4,2,179.71,152.96067,142.294,111.0371,37.55
Jharkhand,Deoghar,PMGSY-II,8,0,8,0,0,0,78.895,41.2617,78.178,34.1931,0
Jharkhand,Dhanbad,PMGSY-I,101,0,101,0,0,0,289.445,80.8792,285.709,76.2936,0
Jharkhand,Dhanbad,PMGSY-II,5,0,5,0,0,0,39.541,18.0058,39.535,15.3543,0
Jharkhand,Dhanbad,PMGSY-III,15,3,14,3,1,0,142.153,97.3264,141.25,89.6288,0
Jharkhand,Dumka,PMGSY-III,23,3,15,0,8,3,224.1,166.3037,156.93,121.0243,67.08
Jharkhand,Dumka,PM-JANMAN,23,0,0,0,23,0,40.653,36.84515,1.61,0,39.043
Jharkhand,Garhwa,PMGSY-II,7,1,7,1,0,0,74.93,48.9372,74.684,42.5739,0
Jharkhand,Garhwa,PMGSY-III,35,25,5,9,30,16,278.995,260.79578,88.647,162.2901,190.185
Jharkhand,Gumla,PMGSY-I,546,36,544,36,2,0,1865.532,627.57925,1834.769,597.0424,0.1
Jharkhand,Gumla,RCPLWEA,17,30,14,27,3,3,264.96,296.89745,245.145,273.8279,17.85
Jharkhand,Khunti,RCPLWEA,53,13,50,13,3,0,333.312,316.83841,330.99,300.6139,1
Jharkhand,Khunti,PMGSY-III,25,10,18,1,7,9,219.64,185.54227,198.945,140.9967,20.605
Jharkhand,Koderma,RCPLWEA,1,0,1,0,0,0,23.66,17.6847,23.66,21.5079,0
Jharkhand,Latehar,PMGSY-I,215,22,210,21,5,1,979.791,379.03615,950.07,356.2101,14.4
Jharkhand,Latehar,PM-JANMAN,17,0,0,0,17,0,39.18,30.93528,0,0,39.18
Jharkhand,Lohardaga,PM-JANMAN,6,0,0,0,6,0,12.58,12.35974,0,0,12.58
Jharkhand,Pakur,PMGSY-I,164,10,162,10,2,0,699.33,257.0937,680.765,231.8872,0
Jharkhand,Palamu,PMGSY-I,441,92,434,91,7,1,1579.692,661.90943,1521.767,610.0427,25.06
Jharkhand,"Pashchimi Singhbhum",PMGSY-II,10,0,10,0,0,0,106.875,69.8047,104.115,56.704,0
Jharkhand,"Purbi Singhbhum",PMGSY-II,9,0,9,0,0,0,86.175,55.34982,85.446,43.243,0
Jharkhand,"Purbi Singhbhum",PM-JANMAN,8,0,0,0,8,0,31.95,29.51798,0,0,31.95
Jharkhand,Ramgarh,PMGSY-I,112,9,112,9,0,0,398.595,142.54375,383.529,109.2116,0
Jharkhand,Ramgarh,RCPLWEA,6,4,6,3,0,1,18.83,33.04645,18.417,31.2974,0
Jharkhand,Ramgarh,PMGSY-III,9,3,9,3,0,0,66.747,47.60234,66.74,44.6345,0
Jharkhand,Sahibganj,PMGSY-I,119,1,119,1,0,0,449.62,177.78706,428.877,155.8556,0
Jharkhand,Simdega,RCPLWEA,5,5,4,3,1,2,34.7,49.0022,18.2,34.1102,16.5
Jharkhand,Simdega,PM-JANMAN,2,0,0,0,2,0,5.59,5.52854,0,0,5.59
Karnataka,Bagalkot,PMGSY-I,99,1,99,1,0,0,456.97,83.132,456.82,85.3671,0
Karnataka,"Bangalore R",PMGSY-I,114,0,114,0,0,0,591.9,106.2548,591.9,109.9389,0
Karnataka,"Bangalore R",PMGSY-III,16,0,16,0,0,0,105.25,63.27428,101.89,58.5535,0
Karnataka,"Bangalore U",PMGSY-I,62,0,62,0,0,0,330.9,73.1629,330.9,81.0467,0
Karnataka,Bellary,PMGSY-III,29,1,26,1,3,0,214.017,132.70317,196.895,124.1622,12.4
Karnataka,Bijapur,PMGSY-I,98,0,98,0,0,0,575.32,120.587,575.32,127.2759,0
Karnataka,Gadag,PMGSY-II,12,0,12,0,0,0,89.75,41.844,76.655,39.6803,0
Karnataka,Hassan,PMGSY-I,199,0,199,0,0,0,628.11,129.815,628.46,145.1988,0
Karnataka,Hassan,PMGSY-II,14,0,14,0,0,0,75.33,33.5213,74.676,35.6829,0
Karnataka,Hassan,PMGSY-III,43,2,42,2,1,0,222.345,160.76095,218.376,156.0841,2.17
Karnataka,Kodagu,PM-JANMAN,12,0,0,0,12,0,13.19,11.83807,0,0,13.19
Karnataka,Kolar,PMGSY-I,103,0,103,0,0,0,614.29,117.9051,614.53,125.7489,0
Karnataka,Kolar,PMGSY-II,10,0,10,0,0,0,64.99,24.0913,64.95,24.9098,0
Karnataka,Kolar,PMGSY-III,20,0,20,0,0,0,159.655,95.16425,159.647,92.9519,0
Karnataka,Koppal,PMGSY-I,103,2,103,2,0,0,535.45,115.1323,535.45,115.97,0
Karnataka,Tumkur,PMGSY-I,178,0,178,0,0,0,964.53,179.6927,964.68,205.5554,0
Karnataka,Tumkur,PMGSY-II,16,0,16,0,0,0,128.77,59.5497,128.24,51.2594,0
Karnataka,"Uttara Kannada",PMGSY-III,47,13,44,12,3,1,300.7,217.79293,286.738,232.3092,7.5
Karnataka,Yadgir,PMGSY-III,18,0,17,0,1,0,130.975,84.04193,129.308,84.0968,1.39
Kerala,Alappuzha,PMGSY-III,14,0,4,0,10,0,59.983,36.82623,26.903,22.8207,32.747
Kerala,Ernakulam,PMGSY-I,65,1,65,1,0,0,130.695,53.7921,130.318,58.5513,0
Kerala,Idukki,PMGSY-III,24,3,7,0,17,3,138.162,122.42605,64.156,52.05,73.857
Kerala,Kasaragod,PMGSY-I,96,0,96,0,0,0,247.091,110.9047,246.73,124.4521,0
Kerala,Kollam,PMGSY-III,22,0,3,0,19,0,96.437,62.64305,27.505,20.4598,67.358
Kerala,Kozhikode,PMGSY-III,14,0,2,0,12,0,74.389,82.65528,25.178,27.0535,49.009
Kerala,Wayanad,PMGSY-II,7,0,7,0,0,0,36.5,34.0362,36.37,26.6839,0
Ladakh,Leh,PMGSY-III,28,0,0,0,28,0,246.195,244.06395,18.57,55.9249,227.625
"Madhya Pradesh",Agar,PMGSY-I,211,9,211,9,0,0,783.07,288.8866,772.568,255.4793,0
"Madhya Pradesh",Alirajpur,PMGSY-I,304,24,304,24,0,0,1286.98,448.0477,1235.33,504.9899,0
"Madhya Pradesh",Anuppur,PMGSY-III,15,1,14,1,1,0,156.181,99.98494,155.106,75.9096,0
"Madhya Pradesh","Ashok Nagar",PMGSY-II,7,2,7,2,0,0,57.235,38.9466,56.171,35.6292,0
"Madhya Pradesh","Ashok Nagar",PMGSY-III,12,9,12,8,0,1,170.99,152.35591,170.034,122.3441,0
"Madhya Pradesh","Ashok Nagar",PM-JANMAN,41,0,2,0,39,0,77.855,61.17195,2.433,0,75.295
"Madhya Pradesh",Betul,PMGSY-I,660,38,660,38,0,0,2682.815,922.72559,2551.232,944.487,0
"Madhya Pradesh",Betul,PMGSY-II,16,7,16,7,0,0,193.142,143.43732,188.772,131.6025,0
"Madhya Pradesh",Betul,PMGSY-III,35,26,26,10,9,16,378.413,351.13862,361.647,239.281,8.678
"Madhya Pradesh",Bhind,PMGSY-I,425,1,425,1,0,0,1392.868,399.4797,1364.16,354.1227,0
"Madhya Pradesh",Bhopal,PMGSY-II,2,1,2,1,0,0,51.23,42.4647,50.202,36.7711,0
"Madhya Pradesh",Burhanpur,PMGSY-I,117,26,117,26,0,0,530.611,212.94647,467.807,202.8605,0
"Madhya Pradesh",Chhatarpur,PMGSY-II,17,5,17,5,0,0,121.83,74.59624,121.967,67.8781,0
"Madhya Pradesh",Datia,PMGSY-III,12,2,12,1,0,1,110.343,98.05289,108.806,76.0237,0
"Madhya Pradesh",Dewas,PMGSY-I,374,22,374,22,0,0,1422.735,539.7617,1362.9,514.5918,0
"Madhya Pradesh",Dhar,PMGSY-III,46,75,46,59,0,16,540.855,569.03278,534.237,408.852,0
"Madhya Pradesh",Dindori,PMGSY-I,444,4,444,4,0,0,1694.995,458.4714,1662.499,450.2527,0
"Madhya Pradesh",Dindori,PMGSY-II,7,4,7,4,0,0,83.21,53.39352,79.117,57.7301,0
"Madhya Pradesh",Guna,PMGSY-II,6,3,6,3,0,0,82.38,64.37521,80.09,57.459,0
"Madhya Pradesh",Khandwa,PMGSY-II,7,4,7,4,0,0,93.43,57.5434,93.025,46.0649,0
"Madhya Pradesh",Maihar,PMGSY-II,3,0,3,0,0,0,27.725,18.1241,26.529,17.6462,0
"Madhya Pradesh",Mandsour,PMGSY-I,355,4,355,4,0,0,1675.945,527.265,1635.379,443.3134,0
"Madhya Pradesh",Mandsour,PMGSY-III,7,13,7,11,0,2,192.736,169.80764,189.417,126.9543,0
"Madhya Pradesh",Morena,PMGSY-I,480,0,480,0,0,0,1710.924,422.0238,1531.952,346.5039,0
"Madhya Pradesh",Narsinghpur,PMGSY-II,5,1,5,1,0,0,74.675,42.6407,69.356,38.9112,0
"Madhya Pradesh",Narsinghpur,PMGSY-III,26,12,22,3,4,9,231.108,161.65126,228.056,117.2493,1.85
"Madhya Pradesh",Pandhurna,PMGSY-I,62,0,62,0,0,0,241.491,66.1413,237.146,62.0655,0
"Madhya Pradesh",Raisen,PMGSY-I,334,6,334,5,0,1,1377.255,454.32818,1305.349,481.7185,0
"Madhya Pradesh",Raisen,PMGSY-II,11,9,11,9,0,0,104.255,87.05899,101.989,77.3582,0
"Madhya Pradesh",Rajgarh,PMGSY-III,14,12,13,10,1,2,232.3,201.83261,224.917,140.6703,1.35
"Madhya Pradesh",Seoni,PMGSY-I,803,13,803,13,0,0,2999.1,866.4368,2891.903,836.075,0
"Madhya Pradesh",Seoni,PMGSY-III,19,25,19,22,0,3,312.185,260.39721,307.122,196.4718,0
"Madhya Pradesh",Shajapur,PMGSY-I,283,15,283,15,0,0,945.866,365.53485,955.436,361.6227,0
"Madhya Pradesh",Sheopur,PMGSY-I,182,16,182,16,0,0,879.03,287.03007,845.528,254.7874,0
"Madhya Pradesh",Sheopur,PM-JANMAN,30,0,0,0,30,0,60.83,42.97811,2.85,0,57.98
"Madhya Pradesh",Sidhi,PMGSY-I,294,4,294,3,0,1,1925.683,526.0168,1751.733,470.2664,0
